well_id,measured_depth_m,gamma_ray_api,resistivity_ohm_m,sonic_dt_us_ft,density_g_cc,neutron_porosity,caliper_in,photoelectric_factor,shale_volume,clay_content,water_saturation,hydrocarbon_saturation,permeability_md,velocity_m_s,acoustic_impedance,formation_factor,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio
WELL-1004,2649.31,23.15,109.47,77.36,2.014,0.149,15.74,4.23,,0.159,0.655,0.702,900.6,2973.51,17101835.48,1.38,43.07,19.23,0.297
WELL-1004,2659.54,55.44,109.0,110.76,2.018,0.158,12.87,3.11,0.169,XYZ,0.563,0.245,754.35,2176.75,11378660.79,4.1,19.89,,
WELL-1004,2663.6,68.85,98.22,32535.269015405604,2582.7533418637163,0.26,9.75,2.34,,0.178,772.6754920760936,0.328,351.35,4597.09,9358038.24,4.8,40.25,10.59,0.189
WELL-1004,2675.98,144.58,128.78,58.39,2.404,0.239,11.47,3.5,0.19,372.7116761900546,0.665,0.741,799.99,4133.81,20136889.13,4.83,11.96,11.93,0.117
WELL-1004,2681.96,122.95,1956.7495346397052,82.52,2.505,0.11,13.13,2717.9352632162518,0.16,0.405,0.328,0.306,797.8,3445.23,,1.11,45.96,22.53,0.244
WELL-1004,2690.25,108.56,18.66,93.53,2.165,0.164,15.29,2.77,0.638,0.274,0.993,0.627,945820.4363118617,2549.57,11145635699.44807,2.35,38.98,11.23,0.397
WELL-1004,2696.8,31216.154408628587,110.27,53.8,2.571,0.129,10.0,1.56,XYZ,0.133,195.0635840067314,0.206,20.71,2630.75,23781418.11,4.87,38.38,18.26,0.171
WELL-1004,2705.62,22.27,180.64,109.59,1.963,0.119,12.61,2.58,0.179,ERROR,0.687,0.637,548679.1953550959,4909.54,,3789.909543518233,16.17,21.93,0.27
WELL-1004,2713.09,111.6,,112.74,2.325,0.304,13.25,2.29,0.429,0.183,0.765,,157.67,2546.59,9396258.38,4.32,23.47,22.28,XYZ
WELL-1004,2719.48,62.51,58.39,82.62,,,12.84,4.0,0.323,0.152,,0.632,,4804.04,19893373.93,3.94,19.83,28.76,0.332
WELL-1004,2727.25,61.66,98.0,104.22,2.204,0.056,14.1,3.26,0.452,0.494,0.557,0.404,,4418.48,22540021.88,1.17,15.72,26.84,0.374
WELL-1004,2729.81,94.12,119.9,115.28,1.921,0.087,8.85,4.45,0.766,0.253,ERROR,0.678,593.43,4841.57,13309102.43,2.45,24.67,22.55,0.325
WELL-1004,2737.85,48.75,11.7,105.57,1.972,0.063,,1.09,0.659,0.425,0.791,0.719,313.36,3164.39,7334060.4,3.46,10.44,25.05,0.197
WELL-1004,2745.18,69.41,73.72,90.07,2.026,0.147,9.87,XYZ,0.717,147.6066602313397,0.488,0.291,214.52,3837.15,16435123.2,4.75,XYZ,XYZ,0.213
WELL-1004,2753.38,58.38,174.57,104.13,ERROR,0.251,,3.8,0.287,0.192,0.909,0.384,431.62,3062.95,20105074.72,2.35,23.26,17.99,0.382
WELL-1004,2762.22,ERROR,49.66,112.46,2.147,ERROR,9.94,NULL,0.175,,0.461,0.284,,4576.71,20560443.91,414.5279804744449,13.61,27.97,0.39
WELL-1004,NULL,,27.12,105.59,2.535,0.185,,2.21,0.469,0.288,0.62,0.203,606.73,4442.46,21250490.85,2.75,21.92,8.24,0.215
WELL-1004,442372.09570228995,137.72,63.69,58.62,2.12,0.208,11.04,1.68,0.618,,0.518,0.685,514.23,2094.4,10126476.75,1.44,40.56,9.19,0.291
WELL-1004,NULL,7240.187172241925,75.42,70.64,NULL,0.346,14.83,ERROR,N/A,0.386,0.675,0.206,208.71,3858.93,14323760.74,3.68,21.39,12.32,0.363
WELL-1004,2793.95,108.03,27.27,85.91,2.555,0.34,9.61,4.46,0.716,37.44393661705272,0.29,0.743,N/A,2567.23,12286494.99,4.0,33.24,27.03,0.236
WELL-1004,2802.41,142.74,64.99,116.93,2.02,0.054,14.06,4.21,0.537,0.412,0.865,0.785,80.59,4991.78,6555841.84,2.41,48.53,18.92,0.112
WELL-1004,2807.67,134.5,84.1,71.32,2.094,,14.89,1.65,0.569,0.235,0.753,0.274,178.0,3191.73,12275169.92,3.42,,22.39,0.372
WELL-1004,2817.51,73.15,68.66,71.39,2.242,0.159,12.87,3.89,0.596,0.402,0.877,0.731,460.73,N/A,6786394.77,1.71,28.31,24.69,ERROR
WELL-1004,2825.93,ERROR,45.93,89.14,2.366,,NULL,1.41,,N/A,0.677,0.455,352.46,2159.17,15082468.06,,33.24,5914.826090563682,0.302
WELL-1004,2833.9,,122.15,93.33,1.917,0.127,,4.42,120.37767705157226,0.31,0.704,0.483,372.71,3091.63,21790775.47,XYZ,47.71,8.23,0.356
WELL-1004,2839.68,24.24,158.82,101.19,2.134,0.116,10.45,2.21,0.178,0.47,0.837,0.579,518.48,2058482.911353157,N/A,4.23,47.29,24.67,0.322
WELL-1004,2846.78,141.64,47.82,60.32,2.665,0.122,XYZ,4.01,0.224,0.449,0.986,0.605,339.77,3148.68,19423277.3,,25.13,26.29,0.218
WELL-1004,2852.41,127.75,37.64,99.28,2.11,0.243,14.97,2.5,0.722,0.325,0.544,N/A,406.51,2926.8,24963042.66,3.43,46.49,19.49,0.252
WELL-1004,2864.17,76.37,113.76,66.92,2.106,0.349,15.02,1.33,0.184,0.447,0.597,ERROR,952.36,2729.02,22382781.41,3.66,26.12,ERROR,0.189
WELL-1004,2868.69,84.64,106.78,84.21,2.366,0.251,XYZ,1.71,0.585,0.449,0.902,0.204,N/A,3799.13,10664136.28,2.88,42.18,11.58,0.259
WELL-1004,2874.15,123.54,66.52,111.76,2.512,0.233,10.08,2.46,0.288,0.47,0.7,0.363,923.29,3246.46,19475969.0,4.22,14.06,9.39,0.176
WELL-1004,1165381.6751365904,146.33,137.27,74.51,948.3747879848606,0.107,,4.46,335.34110384745856,0.329,0.676,0.409,160535.63245495773,2692.72,14000971.71,4.05,48.54,26.32,0.372
WELL-1004,2888.35,80.13,NULL,,2.05,0.195,13.12,1.42,0.655,0.331,0.722,0.799,591.34,4091.85,18353432.85,1.97,41.36,22.29,0.354
WELL-1004,2895.17,NULL,41.34,112.55,2.023,0.116,,2.48,0.158,0.145,0.36,0.694,796.44,4177.14,6834936.57,ERROR,39.59,22.36,
WELL-1004,N/A,123.97,183.92,57.48,2.025,0.174,10.67,4.62,0.51,0.147,0.832,0.267,N/A,N/A,8152951.84,N/A,48.12,24.82,0.387
WELL-1004,,58.8,125.66,81.62,2.65,0.136,13.28,4.4,194.8563853977792,0.111,0.546,0.378,433.22,3569.74,8926844.15,3.59,,10.6,0.344
WELL-1004,2923.48,106.17,189.69,62.9,2.602,0.189,12.37,3.77,0.623,0.207,0.372,,367948.8060739172,3169.12,10356544.41,2.69,10.38,14.02,0.154
WELL-1004,2932.26,52.79,93.18,73.57,2.234,0.073,,4.96,0.307,0.205,0.203,0.496,84.62,ERROR,NULL,NULL,35.01,,0.327
WELL-1004,2937.72,79.12,86.56,N/A,2.411,0.095,14.47,1.11,,NULL,0.517,0.528,553229.3000606431,4206.01,11441531858.300737,3.45,46.45,28.12,0.395
WELL-1004,2943.07,128.55,117.63,72.55,2.189,,,2.93,0.536,,0.81,0.571,360.24,4668.64,22082620.18,1.87,,5.64,ERROR
WELL-1004,2952.86,93.75,81.61,59.39,2.448,0.218,9.03,1.06,0.484,0.235,0.833,0.348,477.43,2001.72,,1.26,32.03,18.83,0.313
WELL-1004,2959.25,94.85,197.15,69.87,2.032,0.24,11.84,,0.692,0.452,0.624,0.306,NULL,4780.5,6585790823.197517,,,17.21,0.312
WELL-1004,2966.2,51.75,36.3,81.29,2.044,0.09,12.2,,0.712,0.161,0.376,0.543,352.17,4668.12,10887474.33,4.22,35.02,10.43,0.199
WELL-1004,2971.39,122.55,41.58,85.15,2.488,0.224,9.44,3.01,9.384489302950657,0.394,0.823,0.57,305.82,2891.28,17036489.87,2.24,36.37,,0.176
WELL-1004,2985.23,47.89,62.08,95.05,2.494,213.78653856923043,8.67,1.77,,XYZ,0.621,0.532,723.81,2603.97,14952138.64,1.29,31.35,25.4,0.106
WELL-1004,XYZ,2155.7246717919356,,76.95,1.972,,13.31,4.83,0.595,0.179,0.479,0.338,55940.19341214911,3187.18,6098691.36,1.81,27788.05874375984,29.19,0.289
WELL-1004,NULL,90.95,18.41,119.79,2.057,0.081,8.85,3.36,0.351,0.449,0.871,ERROR,136.63,4955.9,17734482.25,4.71,21.45,28.24,0.249
WELL-1004,3005.04,129.16,3907.4332726405482,53.0,2.493,0.288,13.07,3.03,0.68,0.453,0.231,0.647,521.0,4186.97,8553057.33,3.49,30.65,6.46,245.04646056947485
WELL-1004,3015.38,30.97,121.7,55.83,1.912,0.234,14.38,1.86,0.432,0.239,0.311,0.75,621.42,4885.55,,2.84,11.48,ERROR,0.383
WELL-1004,3018.58,90.45,193.43,93.8,2.474,0.075,13.03,4.22,0.431,0.443,0.886,0.567,440.85,4994.41,15143198468.007803,1.39,23.23,,0.302
WELL-1004,,68.84,56.35,69.38,2.538,0.334,11.51,4.3,XYZ,0.18,0.266,XYZ,,2611.41,23089454.53,4.64,,6.35,0.187
WELL-1004,3035.79,27.79,20.76,88.24,2.122,0.203,13.57,2075.2172182516606,0.423,0.481,0.926,0.494,634.8,4115.18,23773478.89,2.86,22.03,13006.050160298337,106.07046065867529
WELL-1004,306959.33757848106,92.28,39.28,115.58,2.452,0.212,N/A,4.9,0.493,0.435,0.721,0.547,30.17,4080.2,,,18.26,14.98,0.232
WELL-1004,3051.73,126.13,85.19,56.63,ERROR,0.085,14.21,952.9031399688542,,0.174,0.799,0.7,187.49,4193.57,18481780.12,2.14,46.93,27.97,0.132
WELL-1004,3059.87,119.24,24.73,70.41,2.328,0.316,14.17,ERROR,0.741,0.143,0.469,0.474,833.48,NULL,8318825.88,2.45,32.53,15.88,183.28998188382076
WELL-1004,1078666.2997692376,,140.23,60.67,2.598,0.058,14.24,,0.384,0.326,0.242,0.552,805.96,3012.58,22357966.05,4.35,12.28,21.38,0.146
WELL-1004,N/A,69.54,,82.26,2.592,0.146,12.98,1.81,0.589,0.425,0.501,0.686,665.81,,20900279.65,3.27,40.18,26.88,
WELL-1004,3077.55,92.88,140.52,67.73,2.06,0.188,,4.01,0.77,0.436,0.602,0.56,194.08,4687.28,21210621.31,4.86,11.81,9634.033376142117,0.233
WELL-1004,1122551.521465892,48.37,4.93,52.65,2.459,0.253,13.8,4.83,0.651,0.452,0.494,0.544,533.61,,19488569.59,4.52,23.71,29.27,0.213
WELL-1004,3095.7,,74.46,111.53,2.307,0.256,13.03,3.97,0.596,0.437,0.565,0.427,795.37,3843.87,10411648.47,2.45,27.08,20.91,0.139
WELL-1004,3101.42,79.01,,101.07,2.354,0.232,15.53,4323.33352148292,0.206,35.16602236897379,0.949,0.517,507.9,4908.33,20612591.16,1.19,,29.18,0.137
WELL-1004,3113.02,148.72,70.0,92.09,2.663,0.175,11.9,4.84,,0.39,0.562,0.705,912.15,N/A,8541418.32,1.58,42.45,22.98,0.252
WELL-1004,3117.5,99.95,114.37,92.05,2.136,0.098,10.13,2.44,0.144,0.246,0.453,0.708,61.07,2775.95,18682226.63,3.46,27.98,22.2,0.171
WELL-1004,3121.75,XYZ,,100.23,2.216,0.095,9.17,4.95,0.381,0.38,409.7299433020636,0.726,629.85,3941.21,11806701.57,3.04,,13.28,0.188
WELL-1004,3130.63,26.46,115.3,119.93,1.909,0.225,15.43,257.69991286571286,0.495,0.337,0.26,0.54,503.59,4601.18,11482790.0,1.18,11.5,,0.123
WELL-1004,3136.65,95.5,40.46,116.22,1.944,0.136,11.76,4.96,0.385,21.78384746461237,0.388,0.602,634.14,3140.3,16277419.83,4.95,42.86,N/A,0.386
WELL-1004,3146.91,85.57,20.87,116.14,2.316,0.252,N/A,3.1,0.425,0.326,0.598,0.55,359.59,1452680.646262661,23443986.99,,12.39,9.13,0.278
WELL-1004,3158.02,142.16,77.37,102.77,2.091,0.08,9.32,2.08,0.58,0.209,0.89,0.501,993.74,,15180957.69,2.01,24.76,12.68,0.176
WELL-1004,3163.34,128.77,19.68,92.34,2.149,XYZ,15.01,XYZ,0.696,0.321,0.224,0.367,313.67,2527.93,5210426.9,2.98,36.21,19.76,0.291
WELL-1004,3167.18,90.66,114.47,62.99,1.916,0.091,8.87,4.42,0.333,0.233,0.632,0.618,795.39,4500.2,5477709.03,4.52,10.31,18.5,0.104
WELL-1004,3175.36,105.98,114.65,117.79,2.163,0.127,,3.42,0.443,0.411,0.929,0.495,327165.0170358654,2916.94,,3.86,37.73,20.79,0.192
WELL-1004,3183.4,ERROR,,108.22,2.409,0.073,14.71,4.56,0.443,,0.213,0.207,979.39,4147.13,8148315.82,2.57,28.39,17.53,0.237
WELL-1004,3190.11,139.12,16.71,81.85,2.411,N/A,8.62,1.75,0.314,0.247,0.85,0.582,633.73,4418.65,12443576.87,NULL,ERROR,27.73,130.8912557455459
WELL-1004,3201.48,41.18,166138.73306041092,58.11,2.606,70.59605656364371,NULL,3.13,0.125,0.462,,0.659,304.57,4311.11,11187571.89,4.94,12.48,25.93,0.398
WELL-1004,3209.24,137.92,168.4,31290.102506338033,1.966,0.281,10.26,2.12,0.158,243.53874230730722,0.89,0.697,861.47,3462.75,14673492.52,1.31,,12.17,0.223
WELL-1004,3214.37,91.74,182.85,53.8,1.95,115.89247624742474,12.03,2.6,0.669,0.186,0.342,0.307,336.18,4988.66,24371265.12,4.17,19.08,17.14,0.392
WELL-1004,3225.24,140.77,192.41,92.66,2.14,0.155,9.81,,0.13,ERROR,0.638,0.249,884.32,4646.23,8048126.04,2.29,,25.18,0.373
WELL-1004,3229.88,24659.78522043811,155989.2443483406,95.41,2.055,0.056,14.76,204.5321463624567,0.656,0.137,0.705,0.576,714.97,2991.96,22862184.17,3.24,45.1,28.91,0.37
WELL-1004,3235.81,107.6,187.25,109.65,,0.091,11.23,1.55,0.538,0.219,0.275,0.587,616.22,3066.08,22291900.34,ERROR,45.79,19.64,0.351
WELL-1004,3247.33,140.96,117.98,103.07,2.353,0.345,10.45,4.84,0.354,0.479,0.431,0.403,877.46,NULL,7677543.98,,45.89,8.52,0.374
WELL-1004,3254.8,96.32,N/A,17383.396999455865,2.133,0.269,10.39,3.72,0.642,ERROR,0.479,0.203,411.21,3736.81,8083440.7,3.22,34.89,14.78,0.293
WELL-1004,3260.73,101.99,ERROR,57101.345476534596,ERROR,0.267,15.92,3.53,0.745,378.83793811466603,NULL,0.274,249.41,N/A,24455460.39,,,27.11,
WELL-1004,3266.41,78.33,199.98,84.14,2.425,NULL,13.79,1.59,0.117,0.138,0.633,0.789,334.53,2862.83,19842139.29,4.51,21.61,19.51,0.18
WELL-1004,3276.09,32455.411924115302,20.4,68.54,2.5,0.135,13.65,3.15,0.587,0.208,0.461,0.472,672.9,2586.93,10541104.57,3.34,34.76,21.09,0.343
WELL-1004,,,103.87,79.69,2.327,0.116,11.31,1.7,0.748,0.359,0.701,0.717,27.39,2739.68,10181811.22,4.24,42.12,9.33,0.114
WELL-1004,3287.49,43.95,126.02,56.81,2.232,0.275,,4.65,ERROR,0.123,0.525,0.675,163.15,2628.35,10768525.38,,27.97,29.49,0.119
WELL-1004,3300.35,NULL,26795.54272133777,ERROR,2.55,0.063,3814.995928530189,3.29,0.264,NULL,0.804,0.538,407.12,3858.29,7156691.18,4.5,16.55,13.33,
WELL-1004,3302.47,98.51,37.42,110.46,2.272,0.091,14.75,1.64,0.643,0.152,0.654,,596.5,2204.29,15730043.71,4.31,XYZ,14.86,0.361
WELL-1004,3317.02,105.6,32.0,87.69,2.158,0.098,14.27,1.86,0.209,0.105,0.441,0.584,294.95,2544.11,11012332.49,4.42,28.73,21.92,0.252
WELL-1004,3317.57,140.87,NULL,55.55,2.488,,8.85,,0.366,0.38,0.462,0.625,116.64,3451.37,11605351.37,3.45,11.05,29.65,0.362
WELL-1004,3327.11,134.06,51.95,100.35,2.094,0.315,,3.16,ERROR,0.102,0.334,NULL,867.54,2819.73,24912421.83,2.14,14.5,24.84,0.112
WELL-1004,3335.88,93.43,,61.85,2.368,99.96563187789269,11.06,2141.95084141686,0.741,0.319,0.306,0.391,304.05,ERROR,23929442.33,3.03,35.69,18.05,0.12
WELL-1004,3344.67,72.46,110.22,60.55,N/A,0.076,11.19,2.7,0.63,0.412,0.407,0.576,743.3,3987.8,7991909.25,,29.83,10.06,0.247
WELL-1004,3354.3,68.56,16.78,95.48,1.908,0.34,15.75,988.7738092203015,0.49,0.433,0.826,0.462,652.06,4402.56,9855661.52,,37.33,19.94,0.128
WELL-1004,3355.77,148.72,152.91,58.82,2.667,0.1,14.63,3.65,NULL,0.308,0.648,0.619,458.84,3536.85,4181676173.7731543,3.66,39.14,7.43,0.199
WELL-1004,3365.02,,97.68,109.24,2.456,0.168,14.36,,0.512,0.107,0.579,337.3289513607374,255489.72547840016,2727.52,5487030.75,4.37,30.2,29.11,0.385
WELL-1004,3375.33,XYZ,140.43,64.99,1.925,0.253,9.0,2.13,0.703,ERROR,0.805,XYZ,190.12,4083.84,17717149.21,4.14,37.21,27.93,0.214
WELL-1004,3377.7,124.68,46.59,61.12,2.238,0.278,11.18,XYZ,0.108,0.19,0.605,0.694,224.69,3406.72,N/A,3.56,47.65,,0.21
WELL-1004,3392.03,3080.6797665817107,126.98,17439.492181004473,1.901,0.205,10.85,3.81,0.129,0.464,0.913,0.684,522.97,2311.29,6514310.32,ERROR,,5.36,0.289
WELL-1004,3399.76,51.98,176.5,55.18,2.159,0.17,9.74,3.96,0.511,0.241,0.748,0.491,468.37,3139.48,14906251.05,4.25,35.34,9.07,47.18441499213952
WELL-1004,3401.77,60.9,166.28,93.84,2.095,0.297,14.22,2.0,92.73933337475115,251.4345924462824,279.5790707337411,0.789,49.78,,13090398.33,2.41,,6.2,0.391
WELL-1004,3412.15,89.59,N/A,98.95,2.309,,10.05,4.12,0.177,0.435,0.341,0.696,681.83,2038.83,,4.44,19.14,12.49,0.302
WELL-1004,3416.89,132.5,181.78,91.16,2.46,0.213,10.95,2.27,,0.234,0.35,0.507,168.95,2979.06,XYZ,4.69,29.25,,0.126
WELL-1004,3424.51,44.17,184.3,58.52,2.443,0.276,10.16,1.17,0.467,0.141,0.703,0.79,621.18,2948.01,NULL,3.6,21.49,14.14,0.104
WELL-1004,3434.73,121.06,,103.88,2.534,0.309,13.7,2.17,0.194,88.77147028131398,0.432,0.756,562.2,4785.72,13735228.47,4.24,24.88,14.76,0.343
WELL-1004,3437.83,134.37,166.8,80.21,479.06597658059513,ERROR,15.0,4.63,,,0.765,0.482,91.56,3837.15,7243814.85,3.76,39.29,15.21,0.285
WELL-1004,3451.79,143.18,,,2.343,0.055,12.55,3.03,0.779,0.473,NULL,0.514,477.28,3536.98,,3.41,13.07,5.08,0.116
WELL-1004,3458.16,49.99,103.16,59.77,2.116,0.082,9.67,1.07,0.396,76.90622853509687,0.363,0.272,110.34,3146.12,19314757.84,1.62,29.84,23.99,0.36
WELL-1004,3465.22,,125.4,86.35,2.331,0.241,13.94,3.92,0.156,0.113,0.576,,673.64,4959.72,21700999.16,2.7,35.43,11.4,0.276
WELL-1004,3470.98,23.36,112.64,91.25,2.281,0.062,10.18,4.27,0.519,0.104,0.883,0.796,476.54,2094.46,22270199.16,3.64,,18.12,0.11
WELL-1004,3478.58,127.48,152.97,75.18,2.689,0.103,14.72,4.68,0.199,0.371,,0.58,578.65,2272777.360476196,21960894.28,1.85,13.87,23.39,51.99509507835018
WELL-1004,3489.75,98.56,1650.4589204004901,50.06,2.553,0.333,8.73,,0.114,0.233,0.258,0.672,440.72,2340404.9724695105,15449730.7,ERROR,10.57,20.78,188.45015086822616
WELL-1004,3491.25,100.0,169.47,72.56,2.119,NULL,11.47,1.02,120.70539175842235,0.238,0.426,NULL,127.3,4588.95,20144314.6,4.48,34.1,25.69,0.28
WELL-1004,3500.43,110.29,110.87,99.28,2.254,,11.2,4.03,0.187,,0.705,0.37,,4560.62,,4.36,13.23,19.57,0.215
WELL-1004,3506.42,93.03,54.95,107.55,2.644,0.074,,,0.721,0.266,0.879,0.363,132.98,2549.3,11372343.91,4.92,36.17,15.57,0.341
WELL-1004,NULL,59446.74303901851,195.66,79.61,2.685,N/A,11.46,4.87,0.755,0.132,0.87,0.363,201.01,3482.13,XYZ,2.48,15.08,21.53,0.343
WELL-1004,3523.62,N/A,195.93,108.51,2.513,0.293,8208.243918118213,3.96,0.202,0.478,0.371,0.685,894.86,3047.29,20949873.84,4.84,35.25,11.67,0.312
WELL-1004,3533.29,,33.31,,2.252,0.258,11.46,4.94,0.21,0.462,,0.228,163.83,3553.11,7752335135.683467,2126.433170039423,49.22,20.35,0.297
WELL-1004,3539.11,136.82,32.83,63.36,2.586,0.217,13.13,1.49,0.523,0.114,0.627,0.415,329.24,3033.42,6468237.41,2.86,44.68,7.97,0.248
WELL-1004,,54.24,75.08,29885.055139634766,2.195,0.109,15.55,1.97,0.749,0.126,0.634,0.587,909.69,3160.51,13455990.03,3.95,12.74,23.2,0.24
WELL-1004,495337.34194706095,68.55,29.8,57.98,2.264,,14.97,3.08,0.16,0.438,0.968,0.742,737.15,3691.67,23976430.02,3.33,40.17,28.35,0.168
WELL-1004,3563.76,128.03,118.4,80.35,2.194,0.328,12.44,4.28,0.515,0.171,0.698,0.793,887.75,2576.86,19355888.92,2.15,37.04,9.63,0.147
WELL-1004,3569.76,131.65,45.07,68.57,2.229,0.26,9.95,ERROR,0.328,0.484,0.515,0.663,536.34,2048.96,23122112.86,3.53,36.2,21.73,0.351
WELL-1004,3580.32,81.76,N/A,50.88,2.442,0.241,13.13,3.59,0.695,0.327,0.56,0.747,367.56,3816.34,11536054.86,4.37,11.51,20.86,0.314
WELL-1004,3582.38,21.86,150.31,77.96,2.668,0.117,15.71,3512.0223054513385,46.45691166003854,0.242,0.424,0.557,503.6,,22057814.77,3.95,33.18,11.81,0.186
WELL-1004,3593.91,32659.425267213373,169.92,93.98,2.023,0.296,14.55,4.48,0.312,0.338,0.349,0.511,567.03,4325.57,9921223.56,3.25,31.04,16.33,NULL
WELL-1004,3602.59,102.89,47.39,63.46,2.214,0.104,5228.086412690965,1.85,37.28294088654086,0.268,0.808,0.799,78.63,3401.28,16316605.41,4.59,24.95,17.29,0.275
WELL-1004,3607.92,125.89,70.16,110.25,2.217,0.305,13.22,1.37,0.188,0.359,0.619,0.484,171.22,3296.87,16857848.45,2.79,14.84,15.59,0.176
WELL-1004,3616.14,73.45,22.3,69946.95389711986,1.988,0.147,12.16,4.77,0.209,0.119,0.601,0.372,214.78,2881.41,,3.36,N/A,24.39,0.151
WELL-1004,3625.43,128.91,187.0,114.14,2.487,0.108,9.87,3.61,0.629,0.147,686.8511043177652,0.581,224.52,2801.46,15747722.66,3.71,33.94,17.0,0.359
WELL-1004,3627.26,96.43,6.01,86.63,2.164,0.149,10.44,3.85,0.266,0.387,0.592,0.765,608.02,3728.91,10150585.79,3.51,36.54,24.09,
WELL-1004,1158450.3638370312,131.91,170.92,XYZ,2.57,0.35,13.08,2.1,0.427,0.221,0.494,0.267,569.41,2477.19,N/A,,32.44,6.8,
WELL-1004,3647.36,107.31,179.11,64.3,,,9.69,2.45,0.238,0.471,0.848,0.589,810.36,3256.22,24466340.96,3.64,29.81,XYZ,
WELL-1004,3652.33,39.4,156.59,102.32,2.57,0.074,14.87,4.67,0.366,ERROR,,0.736,279.12,2102.17,23366274.47,1.18,13.16,18.04,0.135
WELL-1004,3659.38,111.57,166.65,119.97,,0.344,15.12,3.63,0.656,0.315,0.659,0.484,284.96,3812.58,NULL,2.99,18.11,11.59,XYZ
WELL-1004,3665.13,29.95,172.17,68.27,2.547,0.123,12.06,4.65,0.173,N/A,,0.518,,2413.36,22960523.35,1.92,,26.05,NULL
WELL-1004,3674.19,92.49,103.45,113.93,2.086,0.303,9.05,2.0,0.264,0.163,0.536,0.719,0.31,4806.15,5680091.39,4.61,12.62,958.1270593784848,0.211
WELL-1004,3682.32,20.99,62.19,,2.339,0.145,8.57,1.53,0.709,0.344,ERROR,24.747757100196978,314315.9930222323,N/A,8111135.78,3.81,16.46,25.47,0.13
WELL-1004,3063546.2351530176,128.87,57.13,64.92,2.559,0.284,14.83,522.1625779055074,0.161,0.231,0.914,0.613,247.92,3236.21,14132572.73,2.8,17.59,9.65,0.251
WELL-1004,3695.57,81.89,192.49,96.09,2.432,0.186,10.32,1.77,,0.182,0.565,0.796,248.1,XYZ,11055789.0,3.25,37.99,15.29,0.165
WELL-1004,3705.11,,149.57,82.02,2.684,0.076,12.94,4.22,0.116,0.27,0.554,0.417,653.47,3387.59,,3.36,29.47,15.35,0.153
WELL-1004,3710.08,79.3,86.63,76.63,2.093,0.142,10.82,XYZ,NULL,0.111,0.85,0.721,6.57,3695918.3468936738,5450692.9,3.48,20.08,22.72,0.237
WELL-1004,3720.68,94.78,71.34,83.11,XYZ,0.115,10.76,2.24,0.737,0.152,0.209,0.476,279.86,2465.92,20173450.16,2.16,19.56,14.13,ERROR
WELL-1004,3724.34,XYZ,22.3,104.85,1.931,0.2,13.68,1.77,0.727,0.171,0.649,0.531,221.69,3014.34,16009434.78,1.4,28.51,5.78,0.164
WELL-1004,3737.93,42.72,75.48,65.11,NULL,0.236,14.38,1.83,0.29,0.424,0.789,0.219,643.37,4636.05,24375425.23,2.32,45.66,15.1,0.276
WELL-1004,3740.01,,59.0,71.92,2.493,0.276,9.75,1.04,0.386,0.109,,N/A,497.21,3765.44,18194719.03,1.56,45.37,,0.399
WELL-1004,,87623.91038260354,62.86,77.38,2.173,0.312,,1.68,0.74,0.413,0.879,0.741,555.87,4110.63,19651562.44,3.53,,5.52,
WELL-1004,3761.19,44.8,77.13,53.04,2.523,0.093,NULL,1.13,0.661,0.141,0.968,0.69,409.54,646383.5514624424,15899121.14,4.39,38.87,,0.22
WELL-1004,3768.34,126.45,,50.1,2.412,NULL,13.04,1.72,0.417,0.202,0.97,0.369,,3760.74,16081042.31,4.83,28.8,,0.336
WELL-1004,,75.31,95.02,64.53,2.354,7.8159823666509025,9.25,1.59,0.312,0.462,0.659,0.49,820.83,3788.89,,2.65,XYZ,19.51,0.212
WELL-1004,3782.09,91.81,161.19,117.53,2.537,0.159,11.64,3.24,0.49,0.157,0.625,0.51,137.73,2507.11,15142886.68,1376.4135917378337,2081.870427692505,25.69,0.137
WELL-1004,3788.22,35.16,124178.27665567874,73.9,,0.274,14.06,4.9,0.421,0.419,0.473,,465.59,2602.09,8419881.54,4.85,16.69,8.5,0.155
WELL-1004,3798.53,79.9,26.77,82.47,2.428,89.25115049278403,8.94,3.36,0.25,0.393,0.677,0.617,618.09,2447.61,15444660.13,4.91,30.98,19.01,0.202
WELL-1004,3807.04,,37002.48470527493,87.97,1.942,0.197,8.67,1.9,341.81527239324936,0.367,0.693,0.453,588.82,2399.76,6811716.52,4.23,44.59,29.7,0.374
WELL-1004,3810.21,114.03,58.27,110.13,2.57,0.163,9.45,4.54,0.545,0.11,0.574,0.692,944.76,3832.95,10256625.13,3.53,39.17,16.49,0.209
WELL-1004,3817.9,39.06,56.68,86.07,2.634,0.255,9.21,2.81,0.218,0.407,0.999,25.30529227709757,445.97,NULL,18123954.36,3.71,32.41,14.1,0.264
WELL-1004,3824.88,ERROR,95.44,86.86,2.113,0.348,15.94,2.64,0.315,0.324,0.685,0.473,225.58,2796.11,16179216.82,2.57,,8.7,0.285
WELL-1004,3833.3,61.85,144.88,96.77,1.964,0.228,9.79,2.54,0.734,0.444,0.753,0.715,634.19,3791.26,15608788.5,4.23,28.33,14.94,
WELL-1004,3844.52,45.27,74.6,65.69,2.039,0.085,14.11,3.31,0.688,0.264,0.413,0.552,978.49,3572.1,14978707.19,4.53,43.53,6.51,192.05864693478637
